epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1978.12,1.17087,0.60808,1.04694,0.99888,0.99922,0.99498,0.78544,0.88208,0.35359,0.92712,0.009857,0.009857,0.009857
15,2118.39,1.17035,0.60072,1.04616,0.99821,0.99882,0.99488,0.79596,0.84463,0.34325,0.92066,0.009846,0.009846,0.009846
16,2258.47,1.16828,0.5956,1.04418,0.999,0.99965,0.99498,0.77217,0.92255,0.34898,0.94526,0.009835,0.009835,0.009835
17,2399.06,1.16312,0.5872,1.04231,0.99921,0.9997,0.995,0.79517,0.8633,0.33793,0.92183,0.009824,0.009824,0.009824
18,2539.22,1.16578,0.58628,1.04276,0.9991,0.99979,0.995,0.7945,0.86956,0.33721,0.92505,0.009813,0.009813,0.009813
19,2679.3,1.15749,0.57706,1.04028,0.99884,0.99955,0.99489,0.79547,0.86392,0.33482,0.92091,0.009802,0.009802,0.009802
20,2819.54,1.1568,0.57615,1.03729,0.99922,0.99985,0.995,0.80783,0.8285,0.32636,0.91145,0.009791,0.009791,0.009791
21,2959.71,1.15133,0.57332,1.03617,0.99914,0.99992,0.995,0.81248,0.8107,0.32387,0.90563,0.00978,0.00978,0.00978
22,3100.15,1.15208,0.56572,1.03522,0.99908,0.99962,0.995,0.82043,0.78679,0.31944,0.89887,0.009769,0.009769,0.009769
23,3240.45,1.14912,0.55989,1.03235,0.9992,0.99993,0.995,0.82098,0.78543,0.31396,0.8987,0.009758,0.009758,0.009758
24,3380.83,1.15174,0.5604,1.03454,0.99905,0.99984,0.995,0.81488,0.81028,0.31805,0.90352,0.009747,0.009747,0.009747
25,3521.18,1.14899,0.55828,1.03243,0.99929,0.99989,0.995,0.82151,0.7925,0.3135,0.89987,0.009736,0.009736,0.009736
26,3661.38,1.15038,0.55493,1.03218,0.99928,0.99984,0.995,0.82604,0.77333,0.3122,0.89309,0.009725,0.009725,0.009725
27,3801.7,1.14792,0.55343,1.03247,0.99926,1,0.995,0.82828,0.76949,0.30826,0.89297,0.009714,0.009714,0.009714
28,3941.96,1.14468,0.55197,1.03068,0.99937,0.99996,0.995,0.82326,0.78662,0.30782,0.89662,0.009703,0.009703,0.009703
29,4082.25,1.1414,0.54648,1.0307,0.99918,1,0.995,0.82956,0.76889,0.30395,0.89188,0.009692,0.009692,0.009692
30,4222.53,1.14159,0.54587,1.02771,0.99915,1,0.99499,0.83205,0.76307,0.30353,0.88913,0.009681,0.009681,0.009681
31,4362.88,1.14366,0.54246,1.02894,0.99914,1,0.99499,0.83358,0.75817,0.30126,0.88919,0.00967,0.00967,0.00967
32,4503.03,1.13857,0.54349,1.02866,0.99918,0.99998,0.995,0.8316,0.76451,0.30172,0.88939,0.009659,0.009659,0.009659
33,4643.31,1.1405,0.54046,1.02781,0.99935,1,0.995,0.83259,0.75773,0.30091,0.88667,0.009648,0.009648,0.009648
34,4783.51,1.13584,0.53751,1.02705,0.99938,1,0.995,0.83637,0.74866,0.29873,0.88467,0.009637,0.009637,0.009637
35,4923.76,1.13161,0.53639,1.02585,0.99932,1,0.995,0.83746,0.74748,0.29735,0.88408,0.009626,0.009626,0.009626
36,5064.04,1.12736,0.5328,1.02288,0.99917,1,0.995,0.83662,0.75142,0.29707,0.88458,0.009615,0.009615,0.009615
37,5204.4,1.12113,0.5303,1.02028,0.99919,1,0.995,0.83779,0.74942,0.29654,0.8836,0.009604,0.009604,0.009604
38,5344.6,1.10923,0.52625,1.01769,0.99927,1,0.995,0.83609,0.75275,0.29616,0.8837,0.009593,0.009593,0.009593
39,5484.75,1.069,0.5245,1.00114,0.99936,1,0.995,0.83628,0.75433,0.29502,0.88335,0.009582,0.009582,0.009582
40,5625.07,1.05933,0.51896,0.99595,0.99938,1,0.995,0.83629,0.75427,0.29446,0.88346,0.009571,0.009571,0.009571
41,5765.36,1.04866,0.51683,0.99379,0.99938,1,0.995,0.83594,0.75663,0.29445,0.88421,0.00956,0.00956,0.00956
42,5905.82,1.0501,0.51392,0.9931,0.99939,1,0.995,0.83485,0.75842,0.29432,0.88444,0.009549,0.009549,0.009549
43,6046.19,1.04837,0.51262,0.99319,0.99938,1,0.995,0.83586,0.75573,0.29353,0.88361,0.009538,0.009538,0.009538
44,6186.53,1.04445,0.51287,0.98871,0.99938,1,0.995,0.83601,0.75409,0.29283,0.88315,0.009527,0.009527,0.009527
45,6326.64,1.04583,0.51083,0.99035,0.99941,1,0.995,0.8373,0.75053,0.29206,0.88216,0.009516,0.009516,0.009516
46,6466.7,1.04455,0.51107,0.99126,0.99941,1,0.995,0.83649,0.75183,0.29196,0.88228,0.009505,0.009505,0.009505
47,6606.79,1.04023,0.50846,0.98942,0.99939,1,0.995,0.83717,0.74958,0.29145,0.88151,0.009494,0.009494,0.009494
48,6747.08,1.03606,0.5074,0.98982,0.99938,1,0.995,0.83753,0.74887,0.29142,0.88113,0.009483,0.009483,0.009483
49,6887.24,1.03735,0.50601,0.98842,0.99937,1,0.995,0.83736,0.74988,0.29133,0.88131,0.009472,0.009472,0.009472
50,7027.48,1.03923,0.50492,0.98842,0.99937,1,0.995,0.83713,0.74998,0.29073,0.88139,0.009461,0.009461,0.009461
51,7167.81,1.03645,0.50304,0.98717,0.99936,1,0.995,0.83769,0.74843,0.29048,0.88102,0.00945,0.00945,0.00945
52,7308.38,1.02949,0.50185,0.986,0.99935,1,0.995,0.83813,0.74678,0.29012,0.88055,0.009439,0.009439,0.009439
53,7448.49,1.03316,0.5016,0.98949,0.99934,1,0.995,0.83806,0.74674,0.28997,0.88047,0.009428,0.009428,0.009428
54,7588.71,1.02951,0.49936,0.98567,0.99934,1,0.995,0.83806,0.74755,0.28994,0.88052,0.009417,0.009417,0.009417
55,7729.16,1.02896,0.49891,0.9848,0.99934,1,0.995,0.83841,0.7465,0.28986,0.88031,0.009406,0.009406,0.009406
56,7869.37,1.03083,0.49729,0.98686,0.99933,1,0.995,0.83874,0.74554,0.28955,0.88005,0.009395,0.009395,0.009395
57,8009.54,1.03251,0.50015,0.98459,0.99933,1,0.995,0.83923,0.74431,0.28965,0.87966,0.009384,0.009384,0.009384
58,8149.85,1.0306,0.49792,0.98695,0.99932,1,0.995,0.83915,0.74371,0.28985,0.87938,0.009373,0.009373,0.009373
59,8289.74,1.03115,0.49954,0.98589,0.99933,1,0.995,0.83936,0.74373,0.28994,0.87927,0.009362,0.009362,0.009362
60,8429.98,1.03002,0.49727,0.98487,0.99934,1,0.995,0.8391,0.74348,0.28957,0.87916,0.009351,0.009351,0.009351
61,8570.12,1.03361,0.49912,0.98542,0.99933,0.99999,0.995,0.83896,0.74339,0.28976,0.87921,0.00934,0.00934,0.00934
62,8710.64,1.02392,0.49252,0.98292,0.99933,0.99997,0.995,0.83897,0.74253,0.28959,0.87897,0.009329,0.009329,0.009329
63,8850.93,1.02424,0.49345,0.98329,0.99933,0.99995,0.995,0.83969,0.7411,0.28926,0.87864,0.009318,0.009318,0.009318
64,8991.24,1.02829,0.49356,0.98407,0.99933,0.99994,0.995,0.83966,0.74085,0.28931,0.87852,0.009307,0.009307,0.009307
65,9131.44,1.02496,0.49393,0.98238,0.99931,0.99994,0.995,0.83977,0.74007,0.28935,0.87828,0.009296,0.009296,0.009296
66,9271.79,1.02024,0.49084,0.9809,0.99934,0.99994,0.995,0.83963,0.74079,0.28955,0.87843,0.009285,0.009285,0.009285
67,9412.04,1.02224,0.49107,0.98118,0.99935,0.99993,0.995,0.83981,0.74032,0.28961,0.87835,0.009274,0.009274,0.009274
68,9552.35,1.0238,0.49218,0.98347,0.99934,0.99993,0.995,0.84008,0.74077,0.28964,0.87848,0.009263,0.009263,0.009263
69,9692.74,1.02036,0.4916,0.98155,0.99935,0.99993,0.995,0.84018,0.74047,0.28959,0.87844,0.009252,0.009252,0.009252
70,9833.01,1.01941,0.48821,0.97953,0.99935,0.99993,0.995,0.84044,0.74011,0.28946,0.87834,0.009241,0.009241,0.009241
71,9973.36,1.02071,0.48791,0.98193,0.99935,0.99993,0.995,0.84045,0.73996,0.28968,0.87833,0.00923,0.00923,0.00923
72,10113.5,1.02196,0.4911,0.98153,0.99936,0.99993,0.995,0.84074,0.74023,0.2897,0.87838,0.009219,0.009219,0.009219
73,10253.5,1.01961,0.4871,0.97938,0.99936,0.99993,0.995,0.84084,0.7404,0.28987,0.87835,0.009208,0.009208,0.009208
74,10393.7,1.02038,0.48872,0.9817,0.99936,0.99993,0.995,0.84117,0.74007,0.28976,0.87826,0.009197,0.009197,0.009197
75,10533.9,1.0185,0.48704,0.9795,0.99937,0.99992,0.995,0.84151,0.73949,0.28986,0.87809,0.009186,0.009186,0.009186
76,10674.3,1.01921,0.48831,0.98121,0.99938,0.99992,0.995,0.84149,0.73935,0.28987,0.87806,0.009175,0.009175,0.009175
77,10814.5,1.0148,0.48568,0.97891,0.99939,0.99992,0.995,0.84157,0.73928,0.29003,0.87794,0.009164,0.009164,0.009164
78,10954.8,1.01647,0.48529,0.98178,0.99938,0.99992,0.995,0.84158,0.7389,0.29003,0.87788,0.009153,0.009153,0.009153
79,11094.8,1.01729,0.48754,0.98047,0.99939,0.99992,0.995,0.84181,0.73846,0.29028,0.87777,0.009142,0.009142,0.009142
80,11235,1.01768,0.4867,0.98028,0.99939,0.99992,0.995,0.84181,0.73795,0.29044,0.87773,0.009131,0.009131,0.009131
81,11375.3,1.01368,0.48326,0.97881,0.99939,0.99991,0.995,0.8422,0.73829,0.29069,0.87781,0.00912,0.00912,0.00912
82,11515.6,1.01669,0.48445,0.98123,0.9994,0.99991,0.995,0.84214,0.7386,0.29082,0.87784,0.009109,0.009109,0.009109
83,11656,1.01671,0.48517,0.97849,0.99939,0.99991,0.995,0.84263,0.73842,0.29105,0.87783,0.009098,0.009098,0.009098
84,11796.2,1.0125,0.48335,0.979,0.99938,0.99991,0.995,0.84273,0.73835,0.29143,0.87777,0.009087,0.009087,0.009087
85,11936.6,1.01165,0.4833,0.97711,0.99938,0.99991,0.995,0.84277,0.73818,0.2915,0.87781,0.009076,0.009076,0.009076
86,12077,1.00731,0.48175,0.97685,0.99938,0.99991,0.995,0.8429,0.73769,0.2916,0.87777,0.009065,0.009065,0.009065
87,12217.1,1.01189,0.48221,0.97589,0.99937,0.99991,0.995,0.84326,0.73772,0.29162,0.8778,0.009054,0.009054,0.009054
88,12357.4,1.01044,0.48289,0.97639,0.99938,0.99991,0.995,0.84354,0.7373,0.29186,0.87772,0.009043,0.009043,0.009043
89,12497.5,1.01369,0.48217,0.97903,0.99938,0.99991,0.995,0.84363,0.73786,0.29182,0.87794,0.009032,0.009032,0.009032
90,12637.9,1.01267,0.48281,0.97832,0.99939,0.99991,0.995,0.84345,0.73788,0.29204,0.87803,0.009021,0.009021,0.009021
91,12778.2,1.01021,0.48105,0.97664,0.99938,0.99991,0.995,0.8438,0.7376,0.29215,0.87803,0.00901,0.00901,0.00901
92,12918.5,1.00637,0.47813,0.97611,0.99937,0.99991,0.995,0.84369,0.73758,0.29257,0.87799,0.008999,0.008999,0.008999
93,13058.7,1.00896,0.47926,0.97671,0.99936,0.99991,0.995,0.84362,0.73729,0.29234,0.87791,0.008988,0.008988,0.008988
94,13199,1.00613,0.47834,0.9769,0.99936,0.99991,0.995,0.84358,0.73791,0.29258,0.878,0.008977,0.008977,0.008977
95,13339.3,1.0096,0.47851,0.97845,0.99936,0.99991,0.995,0.84303,0.73897,0.29301,0.87833,0.008966,0.008966,0.008966
96,13479.6,1.01277,0.47916,0.97818,0.99936,0.99991,0.995,0.84302,0.73949,0.29307,0.87845,0.008955,0.008955,0.008955
97,13619.9,1.00601,0.47815,0.97415,0.99936,0.99992,0.995,0.84319,0.74001,0.29332,0.87857,0.008944,0.008944,0.008944
98,13760.1,1.00835,0.47841,0.97827,0.99937,0.99992,0.995,0.84327,0.74004,0.29328,0.87864,0.008933,0.008933,0.008933
99,13900.2,1.00475,0.47713,0.97408,0.99937,0.99992,0.995,0.84305,0.74032,0.2935,0.87874,0.008922,0.008922,0.008922
100,14040.6,1.00468,0.4779,0.97506,0.99937,0.99992,0.995,0.84372,0.73965,0.29365,0.8785,0.008911,0.008911,0.008911
101,14180.8,1.00466,0.47715,0.97539,0.99937,0.99992,0.995,0.84373,0.73946,0.29389,0.87849,0.0089,0.0089,0.0089
102,14321.3,1.00362,0.4758,0.97466,0.99937,0.99992,0.995,0.84366,0.73931,0.29392,0.87849,0.008889,0.008889,0.008889
103,14461.4,1.0042,0.47367,0.9762,0.99937,0.99992,0.995,0.84391,0.73813,0.294,0.87817,0.008878,0.008878,0.008878
104,14601.7,1.00267,0.47675,0.97346,0.99936,0.99992,0.995,0.84401,0.73787,0.29396,0.87799,0.008867,0.008867,0.008867
105,14742,1.00442,0.47659,0.97408,0.99936,0.99993,0.995,0.84387,0.73789,0.29402,0.87796,0.008856,0.008856,0.008856
106,14882.4,1.00118,0.4736,0.97472,0.99936,0.99993,0.995,0.84375,0.73834,0.29392,0.87806,0.008845,0.008845,0.008845
107,15022.7,1.00687,0.4764,0.97478,0.99935,0.99993,0.995,0.84394,0.73843,0.29408,0.87804,0.008834,0.008834,0.008834
108,15162.9,1.00336,0.47353,0.97458,0.99934,0.99994,0.995,0.8442,0.73791,0.29393,0.87791,0.008823,0.008823,0.008823
109,15303.1,1.00067,0.47414,0.97328,0.99934,0.99995,0.995,0.84414,0.73825,0.29382,0.87788,0.008812,0.008812,0.008812
110,15443.6,1.00144,0.47541,0.97344,0.99935,0.99995,0.995,0.84375,0.73937,0.29381,0.87809,0.008801,0.008801,0.008801
111,15584,0.99923,0.47281,0.97237,0.99933,0.99996,0.995,0.84352,0.7401,0.29411,0.87815,0.00879,0.00879,0.00879
112,15724.3,1.00194,0.47272,0.97283,0.99932,0.99997,0.995,0.84346,0.73952,0.29395,0.87795,0.008779,0.008779,0.008779
113,15864.3,0.99979,0.47265,0.97361,0.99931,0.99998,0.995,0.84395,0.73936,0.29364,0.87787,0.008768,0.008768,0.008768
114,16004.4,1.00066,0.47196,0.97416,0.99932,0.99999,0.995,0.84369,0.73933,0.29359,0.87789,0.008757,0.008757,0.008757
115,16144.7,0.99515,0.47139,0.97278,0.99932,1,0.995,0.84359,0.73873,0.29335,0.87778,0.008746,0.008746,0.008746
116,16284.9,0.99426,0.47142,0.97263,0.99932,1,0.995,0.8439,0.7384,0.29311,0.87769,0.008735,0.008735,0.008735
117,16425,0.99792,0.46998,0.97159,0.99933,1,0.995,0.8441,0.73755,0.29312,0.87743,0.008724,0.008724,0.008724
118,16565.4,0.997,0.47149,0.97078,0.99933,1,0.995,0.84393,0.73725,0.29298,0.87727,0.008713,0.008713,0.008713
119,16705.8,0.99715,0.46903,0.97149,0.99932,1,0.995,0.84399,0.73744,0.29286,0.87722,0.008702,0.008702,0.008702
120,16846.1,0.99629,0.47111,0.97412,0.99931,1,0.995,0.84406,0.73772,0.29237,0.87725,0.008691,0.008691,0.008691
121,16986.5,0.99465,0.46955,0.97312,0.99931,1,0.995,0.844,0.73816,0.29252,0.87736,0.00868,0.00868,0.00868
122,17126.8,0.99642,0.46907,0.97192,0.9993,1,0.995,0.84428,0.73794,0.29245,0.87733,0.008669,0.008669,0.008669
123,17267.2,0.99372,0.46975,0.97242,0.9993,1,0.995,0.84464,0.73745,0.29205,0.87723,0.008658,0.008658,0.008658
124,17407.6,0.9944,0.47095,0.97037,0.9993,1,0.995,0.845,0.73678,0.29194,0.87707,0.008647,0.008647,0.008647
125,17547.9,0.99409,0.46865,0.9715,0.9993,1,0.995,0.84524,0.73579,0.2916,0.87686,0.008636,0.008636,0.008636
126,17688.1,0.99723,0.47059,0.97078,0.99929,1,0.995,0.84541,0.73464,0.29154,0.87658,0.008625,0.008625,0.008625
127,17828.1,0.99689,0.47096,0.97326,0.99928,1,0.995,0.84569,0.73428,0.29155,0.87645,0.008614,0.008614,0.008614
128,17968.6,0.99277,0.469,0.97259,0.99929,1,0.995,0.846,0.7337,0.29133,0.8763,0.008603,0.008603,0.008603
129,18109.1,0.99133,0.4694,0.97049,0.99927,1,0.995,0.84597,0.73321,0.29116,0.87615,0.008592,0.008592,0.008592
130,18249.4,0.99117,0.46721,0.96909,0.99926,1,0.995,0.84579,0.73329,0.29127,0.87614,0.008581,0.008581,0.008581
131,18389.4,0.99269,0.46683,0.97151,0.99926,1,0.995,0.84578,0.73247,0.29101,0.87593,0.00857,0.00857,0.00857
132,18529.7,0.99273,0.46746,0.97132,0.99924,1,0.995,0.84606,0.73225,0.29097,0.87581,0.008559,0.008559,0.008559
133,18670.2,0.98855,0.46464,0.96955,0.99924,1,0.995,0.84594,0.73262,0.29094,0.87579,0.008548,0.008548,0.008548
134,18810.7,0.98785,0.46393,0.96877,0.99923,1,0.995,0.84576,0.73308,0.29074,0.87586,0.008537,0.008537,0.008537
135,18951.1,0.99003,0.46442,0.96855,0.99923,1,0.995,0.8457,0.73376,0.29027,0.87605,0.008526,0.008526,0.008526
136,19091.5,0.98741,0.46676,0.97092,0.99921,1,0.995,0.84567,0.7336,0.28991,0.87608,0.008515,0.008515,0.008515
137,19231.8,0.98583,0.46365,0.96984,0.99922,1,0.995,0.84553,0.73385,0.28993,0.87613,0.008504,0.008504,0.008504
138,19372.1,0.98782,0.46611,0.97079,0.99921,1,0.995,0.84559,0.73351,0.28971,0.87617,0.008493,0.008493,0.008493
139,19512.5,0.98919,0.46616,0.97182,0.99921,1,0.995,0.84551,0.73343,0.28937,0.87622,0.008482,0.008482,0.008482
140,19652.9,0.98631,0.4652,0.97134,0.99921,1,0.995,0.84559,0.7332,0.28938,0.87621,0.008471,0.008471,0.008471
141,19793.1,0.988,0.46422,0.96842,0.99922,1,0.995,0.84538,0.73382,0.28924,0.8764,0.00846,0.00846,0.00846
142,19933.4,0.98478,0.46465,0.96841,0.99922,1,0.995,0.84543,0.7335,0.28932,0.87639,0.008449,0.008449,0.008449
143,20073.6,0.98407,0.46397,0.96801,0.99921,1,0.995,0.84524,0.73352,0.28929,0.87654,0.008438,0.008438,0.008438
144,20214.1,0.98332,0.46445,0.96908,0.9992,1,0.995,0.84538,0.73351,0.28916,0.87658,0.008427,0.008427,0.008427
145,20354.3,0.98357,0.46149,0.97107,0.99919,1,0.995,0.84554,0.7335,0.28865,0.87657,0.008416,0.008416,0.008416
146,20494.7,0.98646,0.46472,0.96907,0.9992,1,0.995,0.84538,0.73323,0.28864,0.8766,0.008405,0.008405,0.008405
147,20635,0.98293,0.4624,0.96919,0.9992,1,0.995,0.84531,0.73262,0.28822,0.87655,0.008394,0.008394,0.008394
148,20775.5,0.98503,0.45998,0.97011,0.99922,1,0.995,0.84534,0.73262,0.28783,0.87661,0.008383,0.008383,0.008383
149,20915.8,0.98524,0.4635,0.96845,0.99921,1,0.995,0.8452,0.73291,0.28795,0.87665,0.008372,0.008372,0.008372
150,21056.3,0.97928,0.4603,0.96553,0.9992,1,0.995,0.84497,0.73372,0.2879,0.8769,0.008361,0.008361,0.008361
151,21196.7,0.97879,0.46053,0.96659,0.9992,1,0.995,0.84486,0.73392,0.28781,0.87708,0.00835,0.00835,0.00835
152,21337,0.97981,0.46283,0.96689,0.9992,1,0.995,0.84488,0.73436,0.28764,0.87725,0.008339,0.008339,0.008339
153,21477.3,0.98213,0.46138,0.96807,0.9992,1,0.995,0.84478,0.7345,0.28724,0.87739,0.008328,0.008328,0.008328
154,21617.4,0.97856,0.4616,0.96631,0.99919,1,0.995,0.84459,0.735,0.28723,0.87752,0.008317,0.008317,0.008317
155,21757.4,0.98155,0.46346,0.9695,0.9992,1,0.995,0.8441,0.73578,0.287,0.87774,0.008306,0.008306,0.008306
156,21897.7,0.98016,0.46174,0.96691,0.99921,1,0.995,0.84419,0.73593,0.28713,0.87776,0.008295,0.008295,0.008295
157,22038.1,0.97941,0.4622,0.96644,0.99921,1,0.995,0.84413,0.73584,0.28721,0.87769,0.008284,0.008284,0.008284
158,22178.5,0.97915,0.46001,0.96649,0.99921,1,0.995,0.84414,0.73499,0.28711,0.87747,0.008273,0.008273,0.008273
159,22318.8,0.9781,0.4597,0.96656,0.99921,1,0.995,0.84416,0.73491,0.28685,0.87758,0.008262,0.008262,0.008262
160,22459.2,0.97454,0.45709,0.96517,0.99921,1,0.995,0.84396,0.73515,0.28687,0.87764,0.008251,0.008251,0.008251
161,22599.3,0.97328,0.45983,0.96606,0.99922,1,0.995,0.84421,0.73478,0.28674,0.87756,0.00824,0.00824,0.00824
162,22739.6,0.97292,0.45778,0.96525,0.99923,1,0.995,0.84375,0.73531,0.28638,0.87769,0.008229,0.008229,0.008229
163,22880.1,0.97479,0.45595,0.96714,0.99922,1,0.995,0.8437,0.7355,0.28618,0.87771,0.008218,0.008218,0.008218
164,23020.6,0.97361,0.45663,0.96483,0.99921,1,0.995,0.84371,0.73591,0.28603,0.87778,0.008207,0.008207,0.008207
165,23160.8,0.97191,0.45828,0.96592,0.99922,1,0.995,0.84331,0.73579,0.28581,0.87776,0.008196,0.008196,0.008196
166,23300.8,0.9744,0.45825,0.96585,0.99921,1,0.995,0.84245,0.73661,0.28599,0.87797,0.008185,0.008185,0.008185
167,23441.1,0.97597,0.458,0.96636,0.99922,1,0.995,0.84273,0.7365,0.28561,0.87796,0.008174,0.008174,0.008174
168,23581.4,0.97247,0.45814,0.96361,0.9992,1,0.995,0.84229,0.73817,0.28554,0.87826,0.008163,0.008163,0.008163
169,23721.6,0.97308,0.46014,0.96601,0.99919,1,0.995,0.84184,0.73961,0.28572,0.87853,0.008152,0.008152,0.008152
170,23861.9,0.97196,0.45859,0.96445,0.9992,1,0.995,0.84148,0.74018,0.28557,0.87869,0.008141,0.008141,0.008141
171,24002.1,0.96998,0.45665,0.96491,0.9992,1,0.995,0.84109,0.74115,0.28535,0.87897,0.00813,0.00813,0.00813
172,24142.2,0.9672,0.45593,0.9635,0.99921,1,0.995,0.8408,0.7417,0.28518,0.87919,0.008119,0.008119,0.008119
173,24282.4,0.96757,0.45552,0.965,0.99921,1,0.995,0.84086,0.74243,0.28502,0.87942,0.008108,0.008108,0.008108
174,24422.8,0.96912,0.45667,0.96366,0.99921,1,0.995,0.84019,0.74363,0.28483,0.87974,0.008097,0.008097,0.008097
175,24563,0.96382,0.45262,0.96306,0.99922,1,0.995,0.84005,0.74403,0.28442,0.87987,0.008086,0.008086,0.008086
176,24703.4,0.96658,0.45235,0.96237,0.99922,1,0.995,0.84013,0.74508,0.28426,0.88023,0.008075,0.008075,0.008075
177,24843.7,0.96403,0.45259,0.96193,0.99921,1,0.995,0.8394,0.74631,0.28466,0.88066,0.008064,0.008064,0.008064
178,24983.9,0.969,0.45431,0.96427,0.99922,1,0.995,0.83914,0.7467,0.28448,0.88072,0.008053,0.008053,0.008053
179,25124.1,0.96456,0.45645,0.9635,0.99923,1,0.995,0.83917,0.74672,0.28428,0.88081,0.008042,0.008042,0.008042
180,25264.2,0.96375,0.45452,0.96226,0.99923,1,0.995,0.83922,0.7468,0.28399,0.88092,0.008031,0.008031,0.008031
181,25404.5,0.96653,0.45422,0.96596,0.99923,1,0.995,0.83903,0.74712,0.28382,0.88101,0.00802,0.00802,0.00802
182,25544.7,0.96418,0.45025,0.963,0.99924,1,0.995,0.83832,0.74821,0.2838,0.88128,0.008009,0.008009,0.008009
183,25684.9,0.96242,0.45355,0.96236,0.99924,1,0.995,0.83767,0.74969,0.2839,0.88161,0.007998,0.007998,0.007998
184,25825.1,0.96099,0.45335,0.96274,0.99923,1,0.995,0.83753,0.75062,0.28382,0.88185,0.007987,0.007987,0.007987
185,25965.3,0.96473,0.45384,0.96376,0.99923,1,0.995,0.83743,0.75171,0.28377,0.88215,0.007976,0.007976,0.007976
186,26105.6,0.9606,0.45204,0.96258,0.99922,1,0.995,0.83702,0.75214,0.28369,0.88229,0.007965,0.007965,0.007965
187,26245.8,0.96118,0.45261,0.96028,0.99923,1,0.995,0.83678,0.75244,0.28352,0.88245,0.007954,0.007954,0.007954
188,26386.2,0.95873,0.45159,0.96256,0.99924,1,0.995,0.83649,0.75279,0.28324,0.88263,0.007943,0.007943,0.007943
189,26526.6,0.9586,0.45076,0.96129,0.99925,1,0.995,0.83593,0.75374,0.28325,0.88296,0.007932,0.007932,0.007932
190,26666.9,0.95664,0.45405,0.96049,0.99923,1,0.995,0.83558,0.75409,0.28332,0.88308,0.007921,0.007921,0.007921
191,26807.2,0.9583,0.45285,0.96356,0.99925,1,0.995,0.83512,0.75541,0.28321,0.88337,0.00791,0.00791,0.00791
192,26947.6,0.95927,0.45382,0.96204,0.99924,1,0.995,0.83448,0.75671,0.28306,0.88374,0.007899,0.007899,0.007899
193,27087.8,0.95092,0.44953,0.95868,0.99925,1,0.995,0.83431,0.75813,0.28335,0.88412,0.007888,0.007888,0.007888
194,27227.9,0.96093,0.45048,0.9618,0.99925,1,0.995,0.83431,0.75915,0.28326,0.88447,0.007877,0.007877,0.007877
195,27368.2,0.95756,0.45337,0.9611,0.99926,1,0.995,0.83417,0.75887,0.28327,0.88452,0.007866,0.007866,0.007866
196,27508.4,0.95424,0.44964,0.95982,0.99926,1,0.995,0.83441,0.75843,0.28312,0.8845,0.007855,0.007855,0.007855
197,27648.6,0.95468,0.45008,0.96068,0.99925,1,0.995,0.8341,0.75916,0.28276,0.88472,0.007844,0.007844,0.007844
198,27788.6,0.95157,0.4485,0.95797,0.99927,1,0.995,0.83347,0.75964,0.28236,0.88476,0.007833,0.007833,0.007833
199,27929,0.94875,0.44979,0.95871,0.99927,1,0.995,0.83323,0.76034,0.28235,0.88488,0.007822,0.007822,0.007822
